ObjID,FORMAT,x,y,z,xdot,ydot,zdot,epochMJD_TDB
STC001TFa,CART,36.701800449281706,-8.770729364470023,-0.6261488665458296,0.0007155581026554,0.0026593939322716,7.344098975957749e-06,54466.0
STC001TGa,CART,-21.58733368378989,43.39783041151296,1.56699314137673,-0.0022005866864537,-0.0008717014384454,-4.735561770155727e-05,54466.0
STC001THa,CART,-37.814635799443394,-15.408895634838116,-5.805017616166551,0.0013198883808779,-0.0023982304849102,0.0001541826365505,54466.0
STC001TIa,CART,41.24248251296191,-5.652356017018537,2.248705059605729,0.0002800360644183,0.0027490608404251,-2.751096337281987e-05,54466.0
STC001TJa,CART,17.40239702643279,34.77710957157372,0.0084291177638708,-0.0026387164932318,0.0010268353976719,-0.0001037528579236,54466.0
STC001TKa,CART,-15.182212553033564,31.98846596524726,0.179545295303334,-0.0026490933334786,-0.0013306706378324,0.0001110412982125,54466.0
STC001TLa,CART,33.603411395500856,18.87464811210368,-0.6359802780512743,-0.0012855812467388,0.0025081701870071,-2.1885697562103903e-05,54466.0
STC001TMa,CART,-35.205151144286006,-21.59643017634877,-6.399036148167812,0.0012861312376887,-0.0023168284708868,-0.0001863582741122,54466.0
STC001TNa,CART,-33.79882997522472,-16.266135214977684,-5.221001391031022,0.0013485808895118,-0.0024033901851641,-0.0001051222283375,54466.0
STC001TOa,CART,2.8665740399383246,43.49082157164128,-1.0959874718554512,-0.0026462321814287,8.298376916082402e-05,-6.608250287978658e-06,54466.0
STC001TPa,CART,-33.88763076784797,-17.730964139425332,-1.9442337531306169,0.0018171135154967,-0.0024299244548663,-1.059552060474153e-05,54466.0
STC001TQa,CART,-13.582986664372022,-35.92655942637936,2.549993784537512,0.0026401242381452,-0.0007687512876561,-0.0003088410239908,54466.0
STC001TRa,CART,-7.910238360683278,-36.39312468561232,0.1578083456274914,0.0029082516668182,-0.0006205975620615,0.0002880848279921,54466.0
STC001TSa,CART,40.9830082515711,5.682685184911183,-4.967631422713456,-0.000223634257808,0.002800636917702,-0.0002087596613149,54466.0
STC001TTa,CART,-40.06476515089752,0.7146935193370823,-3.1635191057635783,-0.000300182329227,-0.0026871679856424,0.0001076055237096,54466.0
STC001TUa,CART,-4.970941894445712,39.113684542909006,-1.9200871636703627,-0.0028818256106876,-0.0002579091068679,-0.0001001029794982,54466.0
STC001TVa,CART,-36.409783653634186,-28.305454819376344,-1.45213406770362,0.0012602992179471,-0.0021109730252253,3.1774202358474606e-05,54466.0
STC001TWa,CART,28.8535760054558,-22.50154114825056,2.6768831385539125,0.0018535974455029,0.0022110926184781,-0.0001548747117512,54466.0
STC001TXa,CART,1.435429022513418,41.37323154198265,-0.72089086672195,-0.0026463976899651,0.000724044607597,0.0006882161996643,54466.0
STC001TYa,CART,14.45567620445766,36.39414692535304,7.018768745830001,-0.002704336041983,0.0008058019241987,-0.0002005267457652,54466.0
STC001TZa,CART,-22.302685079437538,35.85806518708648,-5.26106816436751,-0.0021842609709379,-0.0014737558454562,9.01422288210276e-05,54466.0
STC001U0a,CART,9.045817139451376,-38.01581145094145,3.2724598632887245,0.0026160115050881,0.0010490198810902,0.0003912502918068,54466.0
STC001U1a,CART,-9.479722334458693,36.415060482971,-0.472987654267778,-0.0027215902559138,-0.0008355769117924,-0.0001135952818716,54466.0
STC001U2a,CART,32.54788463716677,-20.74407117281675,2.08343015309187,0.0014094587773234,0.0024673576154272,0.0002187323740372,54466.0
STC001U3a,CART,18.240774520051964,-31.617573850701213,-2.3378693698326205,0.0024722382330116,0.0013570073117351,3.4672800317003176e-05,54466.0
STC001U4a,CART,-32.29378873730599,-20.05474194569182,-0.7441271171596957,0.0016151201729262,-0.0023561137888622,0.0001118527909516,54466.0
STC001U5a,CART,2.378074069344592,-44.64377721032629,-3.2885544129316195,0.0025017571934175,0.0002041027593829,0.0001233573788221,54466.0
STC001U6a,CART,41.15219386483559,-14.48324746793105,-0.7622538757504631,0.0013217023350241,0.0022982818562576,-0.0001816185764785,54466.0
STC001U7a,CART,-6.520985277030462,-35.699805259886226,-2.643553668056952,0.0028523658865781,-0.0004481907553937,-0.0001980079598727,54466.0
STC001U8a,CART,35.31472114083435,14.138729925782254,-2.0220000331689385,-0.0010097552273129,0.0025087253807771,-0.0004095520148454,54466.0
STC001U9a,CART,-2.07104689019814,40.90566871903154,1.7390619813781518,-0.0027107401228244,-0.0005961120560775,7.466914940729868e-05,54466.0
STC001Uaa,CART,-3.9777831132697097,-33.55485687321389,-3.2091261948719163,0.0030156738212612,-0.0004045081315659,0.0001587227928238,54466.0
STC001Uba,CART,13.745509559191376,-36.44440247609407,1.6548373842765989,0.0024416039074175,0.0013221526028014,1.3316830059742545e-05,54466.0
STC001Uca,CART,-23.80971059513041,27.765685507207444,-2.718308987460956,-0.0022329891545696,-0.0017745561017745,-0.0001733518140259,54466.0
STC001Uda,CART,-39.093492087376994,-11.54719838068603,-0.2398903259647005,0.001569202449705,-0.0023012808057622,0.0006205676165355,54466.0
STC001Uea,CART,-28.83957673194476,-25.0630033284149,1.1784479154474292,0.0020439961148296,-0.0019432154404129,0.0002556292500258,54466.0
STC001Ufa,CART,-7.190891634622012,-42.42861074522622,-5.53905181560363,0.0025352267696879,-0.0006616090618631,0.0001258114213137,54466.0
STC001Uga,CART,7.867627367448939,41.72010494433931,-3.235236929045536,-0.0024555482539034,0.0005012802220924,0.0001142996120793,54466.0
STC001Uha,CART,5.852049538974111,-45.18338274882815,-0.7327613656584795,0.0023567917276342,0.0004650555531186,-0.0002202811506273,54466.0
STC001Uia,CART,-39.51392515495704,-5.724015412580414,-2.499870537345167,0.0006443678537739,-0.0027138640922069,1.367243265656555e-05,54466.0
STC001Uja,CART,-30.846609073802625,-27.990949792998947,1.5608629574511557,0.0018340611998221,-0.0020366654470524,5.2935678731036646e-05,54466.0
STC001Uka,CART,29.25671744925433,-27.597536526979287,-0.5011348368151807,0.0017939358607732,0.0020622539504045,0.0001125691675438,54466.0
STC001Ula,CART,31.165528886856336,40.58554553670957,-1.9568004633788905,-0.0017327691223925,0.0013955338725148,-2.8847434828856946e-05,54466.0
STC001Uma,CART,33.16336749893161,26.239154880392924,-6.137139606120945,-0.0013943900622018,0.0021061836522487,1.7215902758423195e-05,54466.0
STC001Una,CART,14.188107711273636,46.19402110092777,-11.09002413592831,-0.0022998634724602,0.0006722965554702,-0.0001253198497047,54466.0
STC001Uoa,CART,-19.946664841720505,-37.82579062134994,2.164994982658325,0.0023210491298042,-0.0009650624295898,0.0003590686221101,54466.0
STC001Upa,CART,34.07320570267721,0.9207097928081068,0.2014546569697172,-6.475982368586415e-05,0.0030586538971575,-4.884886275610815e-06,54466.0
STC001Uqa,CART,16.93940305807462,-39.51655188175248,-3.2709705462826184,0.0023912340547535,0.00101603367613,-0.0001085639203077,54466.0
STC001Ura,CART,16.971946958227786,-37.39723139863992,2.9975293257057167,0.0021530832789927,0.0012318512546999,0.0008374313391418,54466.0
STC001Usa,CART,12.95361145731227,-35.01530735163473,1.8879048575738104,0.0026453558001393,0.0011028612049117,0.0001161185253609,54466.0
STC001Uta,CART,19.378367236776672,-42.07713002468904,3.679340791686272,0.0021832099925495,0.0011349419235075,-8.84144133213817e-05,54466.0
STC001Uua,CART,38.96179104215449,9.907349862534645,-3.137309370173337,-0.0006867568191627,0.0025490948009834,8.635434156137092e-05,54466.0
STC001Uva,CART,11.329502003030772,-36.09566456890364,-0.3834692188380022,0.0026790882989726,0.0008680364422607,-0.0003222750199198,54466.0
STC001Uwa,CART,-36.020239805922,13.100138813684904,0.0124574284445861,-0.0010959250151375,-0.0026372545843702,-4.2232013188154966e-05,54466.0
STC001Uxa,CART,-38.40937332790081,6.543910940927002,1.0254018165042431,-0.0006101444349821,-0.0026470761842749,-0.000109727726314,54466.0
STC001Uya,CART,-36.68514614613769,-10.11457590003803,-3.779306726379789,0.001181887865799,-0.0024288850022598,-0.0007885069064425,54466.0
STC001Uza,CART,-37.29874840060826,13.612340006266148,1.2112037985938553,-0.0011811688716038,-0.0024604010719942,2.5142568597375463e-05,54466.0
STC001UAa,CART,-35.09345641813068,-19.12488942225869,-2.121006697851028,0.001217485878857,-0.0024255638945909,5.2872887797205385e-05,54466.0
STC001UBa,CART,-5.248191382276564,-35.640786942742366,-1.1554869050107783,0.0028818088661519,-0.000401707478417,-0.0002054827652438,54466.0
STC001UCa,CART,-25.11027393447812,-39.3462882884047,13.02732813260273,0.001930829621875,-0.0010161803029582,0.0008077156871701,54466.0
STC001UDa,CART,-41.93477239605693,-9.879167709653306,-8.228255858712096,0.0004463211346764,-0.0024555271213418,4.008335953447256e-05,54466.0
STC001UEa,CART,-32.6537103906394,18.83607004150484,10.206660417240847,-0.0014151546853801,-0.0024726966391399,0.0001395957472348,54466.0
STC001UFa,CART,-18.05890387315732,39.72773922509748,-0.1504280207246884,-0.0023791960352824,-0.00099759828281,0.0001627224405792,54466.0
STC001UGa,CART,-0.0413307162746647,-46.13749082965245,4.042482021016839,0.002453085755582,0.0002205309458615,-9.731846115451024e-06,54466.0
STC001UHa,CART,39.32707776183182,1.1919573247198585,5.2654714395751405,0.0001689002925456,0.0027048712336324,0.0002942977494169,54466.0
STC001UIa,CART,-11.573180122697655,-34.12888661967953,-5.716201441099527,0.0026673539493846,-0.0008011625949612,-0.0003087317004442,54466.0
STC001UJa,CART,16.318968633897168,34.860070567689526,3.7932302741681,-0.0024561955042227,0.0012644891621869,-1.169915406600946e-05,54466.0
STC001UKa,CART,15.706188455691096,34.33315330416357,-0.1682109365998317,-0.0026001189522455,0.0011460918277485,7.894312442363657e-06,54466.0
STC001ULa,CART,-10.07965206395497,-37.25271219023367,1.530768902776407,0.0027221608680781,-0.0009704254717058,-3.163581372437429e-05,54466.0
STC001UMa,CART,33.007899037558346,-5.983757814392045,-4.959192935997635,0.0006027075706938,0.0030629324628699,0.0002756250313566,54466.0
STC001UNa,CART,22.90019270293429,41.23587153752749,0.7234109982918107,-0.0022467123091265,0.0008775061749962,-6.302728405152414e-05,54466.0
STC001UOa,CART,21.057551826989773,-43.21335270035439,10.297878046081776,0.0021152647590939,0.0011497849674179,0.0002113484469753,54466.0
STC001UPa,CART,-40.182951579672526,19.04261393886142,2.7594330914171272,-0.00104005676805,-0.0022593882066835,-0.0002240252052792,54466.0
STC001UQa,CART,-33.06420055328462,11.82868934695178,2.004126764265587,-0.0010397722933386,-0.0026999246393723,8.559795038607275e-05,54466.0
STC001URa,CART,7.972496086199953,-39.90637803828433,-3.8845136086979535,0.002735611310336,0.0002969254949103,0.0001315145244248,54466.0
STC001USa,CART,-12.685084316827991,32.20775273475248,1.2130001051318755,-0.0028041992924058,-0.0011513176645705,2.454195028779619e-05,54466.0
STC001UTa,CART,-13.18979439939443,33.93490132996729,-2.189474699113364,-0.0026281883773581,-0.0009413604785098,0.0001788543856607,54466.0
