ObjID,FORMAT,x,y,z,xdot,ydot,zdot,epochMJD_TDB
S100cuQfa,CART,2.1104488106737045,2.243673193848455,-0.584288362126351,-0.0069432745240377,0.006600241186202,-0.0005961942865623,54800.0
S100cuQia,CART,-3.292822512427373,-0.6093415365481776,-0.6401390971929557,-0.0008835980126689,-0.0085262579194692,0.0022413424483634,54800.0
S100cuQja,CART,-0.6040781206338108,2.970750588375428,-0.7923978900355138,-0.0090716293262023,-0.0023690736558275,-0.002335380106082,54800.0
S100cuQka,CART,-2.505245955068907,-0.9504792788461056,0.4296829841331026,0.0053937853609053,-0.0085703314878887,0.0004160726805586,54800.0
S100cuQma,CART,-2.009216105136529,2.894234180679875,0.1549853005805984,-0.0056190345671993,-0.0063140356725209,-0.0013030249321791,54800.0
S100cuQna,CART,0.011856702397635,-1.833756379834504,0.8126714107218289,0.0116878133760182,0.0007364551422319,0.0003077194974777,54800.0
S100cuQoa,CART,2.676394371446586,-1.8273524323698924,-0.4781397155133938,0.0050764276812171,0.0076850588647073,-0.0022236590280591,54800.0
S100cuQpa,CART,-2.0012584274786427,1.4071947777168758,0.0428832692735772,-0.0067071839641925,-0.0082833908118366,0.0027501874623799,54800.0
S100cuQqa,CART,-3.1310244926840003,-0.6906542891448626,0.0541204123097736,0.0007154513491144,-0.0087313691082278,-0.0037870688360516,54800.0
S100cuQra,CART,-3.002994025313684,0.4327890231705904,-0.5436508242626105,-0.0027623268965633,-0.0096119717688817,0.0004480978467644,54800.0
S100cuQta,CART,2.665346364593008,-1.7450934083764822,0.9758239452701136,0.0049065720802326,0.0075190176605244,-0.0015229899283544,54800.0
S100cuQua,CART,-2.4169074702099427,1.5647601123320911,0.1762045561831673,-0.0056720432685758,-0.0084364899632208,0.0003860344930225,54800.0
S100cuQwa,CART,-1.541699573209636,2.8747598911467565,0.3298951271016584,-0.0078449338179255,-0.0046755207245604,-0.0011321567892952,54800.0
S100cuQya,CART,2.795722910646488,0.1597621571033096,0.3358676391877178,-0.0018122594212311,0.0103936373344646,0.0012830932743684,54800.0
S100cuQza,CART,-3.1294328324026206,-0.6884483088703126,-0.4043776605336595,0.0024998060448784,-0.0082484272310575,0.0003274841366633,54800.0
S100cuQAa,CART,-2.451103131728771,-1.4844433668075805,-0.4267313615111329,0.0063507536517658,-0.0075721873960889,-0.000100526282444,54800.0
S100cuQBa,CART,1.5325869596989856,2.4850279498806893,-0.5408174685574614,-0.0077232378028908,0.0049144299655487,-0.0014761735684836,54800.0
S100cuQCa,CART,1.2148969439894464,-2.8511486419470806,-0.2973170799808666,0.0086375634693264,0.0041172487532798,0.0009781433728404,54800.0
